"Conservative","Natural.Law","Ulster.Unionist","Democratic.Unionist","Alliance","Social.Democratic.and.Labour","Sinn.Fein","Ulster.Popular.Unionist","Constituency","CV","FPTP","Labour","Liberal.Democrat","Plaid.Cymru","Scottish.National","Liberal","Green","Independent.Conservative","Independent.Labour","Social.Democrat","Speaker"
100,0,0,0,0,0,0,0,"Gosport","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Gower","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Grantham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Gravesham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Great Grimsby","Labour","Labour",100,0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,"Great Yarmouth","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Greenock and Port Glasgow","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Greenwich","Liberal.Democrat","Labour",0,99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Guildford","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hackney North and Stoke Newington","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hackney South and Shoreditch","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Halesowen and Stourbridge","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Halifax","Conservative","Labour",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Halton","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hamilton","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hammersmith","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hampshire East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Hampshire North West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hampstead and Highgate","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harborough","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Harlow","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Harrogate","Liberal.Democrat","Conservative",0,99.9999999999999,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Harrow East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Harrow West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hartlepool","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Harwich","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hastings and Rye","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Havant","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Hayes and Harlington","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hazel Grove","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hemsworth","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hendon North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hendon South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Henley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hereford","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hertford and Stortford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hertfordshire North","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hertfordshire South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Hertfordshire West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hertsmere","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Hexham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Heywood and Middleton","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"High Peak","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Holborn and St. Pancras","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Holland with Boston","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Honiton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hornchurch","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hornsey and Wood Green","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Horsham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Houghton and Washington","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Hove","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Huddersfield","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull East","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull North","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hull West","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Huntingdon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Hyndburn","Labour","Labour",100,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Ilford North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Ilford South","Conservative","Labour",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Inverness, Nairn and Lochaber","Liberal.Democrat","Liberal.Democrat",0,99.9999999999998,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Ipswich","Conservative","Labour",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Isle of Wight","Liberal.Democrat","Conservative",0,99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Islington North","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Islington South and Finsbury","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Islwyn","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Jarrow","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Keighley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Kensington","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,"Kent Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Kettering","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kilmarnock and Loudoun","Scottish.National","Labour",0,0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kincardine and Deeside","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
20.1830692503728,0,0,0,0,0,0,0,"Kingston upon Thames","Liberal.Democrat","Conservative",0,79.8169307496276,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kingswood","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Kirkcaldy","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Knowsley North","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Knowsley South","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lancashire West","Labour","Labour",100,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Lancaster","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Langbaurgh","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds Central","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds East","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Leeds North East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds North West","Liberal.Democrat","Conservative",0,99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds South and Morley","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leeds West","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester South","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leicester West","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Leicestershire North West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leigh","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Leominster","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewes","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham Deptford","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lewisham West","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Leyton","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Lincoln","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Lindsey East","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Linlithgow","Scottish.National","Labour",0,0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Littleborough and Saddleworth","Liberal.Democrat","Conservative",0,99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Broadgreen","Liberal.Democrat","Labour",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Garston","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Mossley Hill","Liberal.Democrat","Liberal.Democrat",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Riverside","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool Walton","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Liverpool West Derby","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Livingston","Scottish.National","Labour",0,0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Llanelli","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Loughborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ludlow","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Luton North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Luton South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Macclesfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Maidstone","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Makerfield","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Blackley","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Central","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Gorton","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Withington","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Manchester Wythenshawe","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Mansfield","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Medway","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Meirionnydd Nant Conwy","Plaid.Cymru","Plaid.Cymru",0,0,100,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Meriden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Merthyr Tydfil and Rhymney","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Middlesbrough","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Midlothian","Labour","Labour",100,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Milton Keynes North East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Milton Keynes South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Mitcham and Morden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Mole Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monklands East","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Monklands West","Labour","Labour",100,0,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Monmouth","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Montgomery","Liberal.Democrat","Liberal.Democrat",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Moray","Scottish.National","Scottish.National",0,0,0,99.9999999999999,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Morecambe and Lunesdale","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Motherwell North","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Motherwell South","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Neath","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"New Forest","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Newark","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newbury","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne Central","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne East","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle upon Tyne North","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newcastle-under-Lyme","Liberal.Democrat","Labour",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham North East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham North West","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newham South","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newport East","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Newport West","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Norfolk Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norfolk North","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Norfolk North West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Norfolk South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Norfolk South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Normanton","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Northampton North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Northampton South","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Northavon","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Norwich North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norwich South","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Norwood","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham East","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham North","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nottingham South","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Nuneaton","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ogmore","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Old Bexley and Sidcup","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oldham Central and Royton","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oldham West","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Orkney and Shetland","Liberal.Democrat","Liberal.Democrat",0,99.9999999999999,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Orpington","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oxford East","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Oxford West and Abingdon","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Paisley North","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Paisley South","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Peckham","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pembroke","Green","Labour",0,0,0,0,0,100,0,0,0,0
0,0,0,0,0,0,0,0,"Pendle","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Penrith and The Border","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Perth and Kinross","Scottish.National","Conservative",0,0,0,99.9999999999999,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Peterborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Plymouth Devonport","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Plymouth Drake","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Plymouth Sutton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontefract and Castleford","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pontypridd","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Poole","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Portsmouth North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Portsmouth South","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Preston","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Pudsey","Liberal.Democrat","Conservative",0,99.9999999999998,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Putney","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Ravensbourne","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Reading East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Reading West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Redcar","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Reigate","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,16.7798659078346,0,0,0,0,0,0,"Renfrew West and Inverclyde","Scottish.National","Labour",0,0,0,83.2201340921658,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rhondda","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ribble Valley","Liberal.Democrat","Conservative",0,99.9999999999999,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Richmond (Yorkshire)","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Richmond and Barnes","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rochdale","Liberal.Democrat","Liberal.Democrat",0,99.9999999999999,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Rochford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Romford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Romsey and Waterside","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ross, Skye and Inverness West","Liberal.Democrat","Liberal.Democrat",0,99.9999999999999,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Rossendale and Darwen","Conservative","Labour",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rother Valley","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Rotherham","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Roxburgh and Berwickshire","Liberal.Democrat","Liberal.Democrat",0,99.9999999999999,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,"Rugby and Kenilworth","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Ruislip-Northwood","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999998,0,0,0,0,0,0,0,"Rushcliffe","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
99.9999999999999,0,0,0,0,0,0,0,"Rutland and Melton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Ryedale","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Saffron Walden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Salford East","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Salisbury","Liberal.Democrat","Conservative",0,99.9999999999999,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Scarborough","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sedgefield","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Selby","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Sevenoaks","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Attercliffe","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Brightside","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Central","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Hallam","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Heeley","Labour","Labour",100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sheffield Hillsborough","Liberal.Democrat","Labour",0,99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Sherwood","Labour","Labour",100,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,"Shipley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shoreham","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shrewsbury and Atcham","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Shropshire North","Liberal.Democrat","Conservative",0,100,0,0,0,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Skipton and Ripon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
46.5194955283072,0,0,0,0,0,0,0,"Slough","Liberal","Conservative",0,0,0,0,53.4805044716932,0,0,0,0,0
99.9999999999997,0,0,0,0,0,0,0,"Solihull","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Somerton and Frome","Liberal.Democrat","Conservative",0,99.9999999999999,0,0,0,0,0,0,0,0
