"Ulster.Unionist","Alliance","The.Workers...NI.","Democratic.Unionist","Social.Democratic.and.Labour","Sinn.Fein","Ulster.Popular.Unionist","Independent.Ulster.Unionist","Constituency","CV","FPTP","Labour","Liberal","Conservative","Plaid.Cymru","Social.Democratic","Scottish.National","Green","Independent.Labour","Speaker"
0,0,0,0,0,0,0,0,"Cornwall South East","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Coventry North East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Coventry North West","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Coventry South East","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Coventry South West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Crawley","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Crewe and Nantwich","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Crosby","Social.Democratic","Conservative",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Croydon Central","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Croydon North East","Speaker","Speaker",0,0,0,0,45.0085256337388,0,0,0,54.9914743662612
0,0,0,0,0,0,0,0,"Croydon North West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Croydon South","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cumbernauld and Kilsyth","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cunninghame North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cunninghame South","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Cynon Valley","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dagenham","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Darlington","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dartford","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Daventry","Conservative","Conservative",0,0,99.9999999999998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Davyhulme","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Delyn","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Denton and Reddish","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Derby North","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Derby South","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Derbyshire North East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Derbyshire South","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Derbyshire West","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Devizes","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Devon North","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Devon West and Torridge","Liberal","Conservative",0,99.9999999999999,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dewsbury","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Don Valley","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Doncaster Central","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Doncaster North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dorset North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dorset South","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dorset West","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dover","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dudley East","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dudley West","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dulwich","Labour","Conservative",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dumbarton","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dumfries","Social.Democratic","Conservative",0,0,0,0,92.9432815527742,7.05671844722605,0,0,0
0,0,0,0,0,0,0,0,"Dundee East","Scottish.National","Labour",0,0,0,0,0,99.9999999999999,0,0,0
0,0,0,0,0,0,0,0,"Dundee West","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dunfermline East","Labour","Labour",99.9999999999998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Dunfermline West","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Durham North","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Durham North West","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Durham, City of","Social.Democratic","Labour",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Ealing Acton","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ealing North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ealing Southall","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Easington","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"East Kilbride","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"East Lothian","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Eastbourne","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Eastleigh","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Eastwood","Social.Democratic","Conservative",0,0,0,0,99.9999999999997,0,0,0,0
0,0,0,0,0,0,0,0,"Eccles","Labour","Labour",100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Eddisbury","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Edinburgh Central","Green","Labour",18.8436558383458,0,0,0,0,0,81.1563441616545,0,0
0,0,0,0,0,0,0,0,"Edinburgh East","Labour","Labour",99.9999999999997,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Edinburgh Leith","Labour","Labour",99.9999999999999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Edinburgh Pentlands","Social.Democratic","Conservative",0,0,0,0,99.9999999999996,0,0,0,0
0,0,0,0,0,0,0,0,"Edinburgh South","Social.Democratic","Labour",0,0,0,0,99.9999999999998,0,0,0,0
0,0,0,0,0,0,0,0,"Edinburgh West","Liberal","Conservative",0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Edmonton","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Ellesmere Port and Neston","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Elmet","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Eltham","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Enfield North","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Enfield Southgate","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Epping Forest","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Epsom and Ewell","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Erewash","Conservative","Conservative",0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Erith and Crayford","Social.Democratic","Conservative",0,0,0,0,99.9999999999999,0,0,0,0
0,0,0,0,0,0,0,0,"Esher","Conservative","Conservative",0,0,99.9999999999999,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"Exeter","Social.Democratic","Conservative",0,0,0,0,100,0,0,0,0
